ndc,order_id,vendor_name,order_date,received_date,quantity_ordered,quantity_received,program_flag
75859-5946-44,OR001844,"Curry, Jones and Goodwin",2025-05-03,2025-05-09,158,390,WAC
67639-4300-75,OR001845,Young-Lewis,2025-05-21,2025-05-17,225,137,WAC
45880-1586-65,OR001846,"Roberts, Smith and Christensen",2025-05-11,2025-05-06,359,220,WAC
78208-1768-99,OR001847,"Nguyen, Gomez and Nicholson",2025-05-16,2025-05-11,130,245,WAC
48635-6023-14,OR001848,"Sawyer, Smith and Nolan",2025-05-10,2025-05-02,168,176,WAC
99268-6528-17,OR001849,Montgomery-Barker,2025-05-12,2025-05-20,460,141,WAC
93725-7637-10,OR001850,"Lowe, Baker and Nelson",2025-05-18,2025-05-05,212,377,WAC
80085-9578-85,OR001851,"White, Page and Hunter",2025-05-17,2025-05-26,304,160,WAC
77809-1449-35,OR001852,Harvey-Miller,2025-05-05,2025-05-13,255,423,340B
31100-4368-95,OR001853,Arias-Brown,2025-05-18,2025-05-27,117,339,WAC
73162-2439-31,OR001854,Jackson-Valencia,2025-05-01,2025-05-12,332,459,WAC
19388-5117-89,OR001855,"Meyers, Savage and Davis",2025-05-25,2025-05-05,366,250,340B
30706-5961-36,OR001856,"Callahan, Barnes and Meza",2025-05-08,2025-05-16,370,270,WAC
93664-9550-56,OR001857,"Davis, Manning and Ayala",2025-05-14,2025-05-15,290,259,WAC
32505-8392-42,OR001858,Mendoza-Frazier,2025-05-22,2025-05-15,376,243,GPO
41324-7548-19,OR001859,Lambert PLC,2025-05-16,2025-05-21,130,484,GPO
34024-9766-49,OR001860,Nelson and Sons,2025-05-14,2025-05-25,460,221,GPO
94585-7194-28,OR001861,Ortega Ltd,2025-05-18,2025-05-19,410,484,GPO
21928-7748-50,OR001862,"Weaver, Myers and Foley",2025-05-13,2025-05-07,119,348,WAC
46802-8333-96,OR001863,"Preston, Martinez and Norris",2025-05-26,2025-05-20,208,382,WAC
41732-4475-29,OR001864,"Gonzalez, Bell and Lee",2025-05-19,2025-05-13,107,382,WAC
51142-1317-52,OR001865,Gonzalez-Wood,2025-05-13,2025-05-20,178,269,GPO
19082-2372-95,OR001866,Brown-Franklin,2025-05-17,2025-05-15,286,99,WAC
90108-6783-28,OR001867,Richardson Group,2025-05-11,2025-05-25,144,293,GPO
34825-2263-67,OR001868,Leonard-Clarke,2025-05-22,2025-05-17,212,453,GPO
97101-9543-16,OR001869,Taylor and Sons,2025-05-26,2025-05-07,460,490,GPO
97101-9543-16,OR001870,Stevenson Ltd,2025-05-04,2025-05-07,320,448,340B
87754-3835-16,OR001871,Potts-Santana,2025-05-22,2025-05-12,377,337,WAC
20436-9167-99,OR001872,Roberts-Hall,2025-05-07,2025-05-07,340,161,GPO
48460-9254-16,OR001873,Sanchez LLC,2025-05-14,2025-05-20,248,217,WAC
33824-9319-91,OR001874,"Wells, Roberts and Taylor",2025-05-27,2025-05-24,432,296,GPO
53088-9080-68,OR001875,Duncan Ltd,2025-05-25,2025-05-07,202,132,WAC
79180-8152-49,OR001876,"Park, Murphy and Barber",2025-05-06,2025-05-08,136,136,GPO
57509-5465-31,OR001877,Cobb-Smith,2025-05-03,2025-05-28,130,228,GPO
55108-6274-31,OR001878,"Campbell, Chaney and Krueger",2025-05-05,2025-05-11,130,351,GPO
63024-5519-52,OR001879,"Johnson, Jordan and Carter",2025-05-03,2025-05-02,209,294,WAC
32989-1329-16,OR001880,Long Ltd,2025-05-02,2025-05-17,179,93,340B
13258-1543-89,OR001881,Coleman and Sons,2025-05-16,2025-05-10,186,316,340B
23205-9794-89,OR001882,Browning Inc,2025-05-22,2025-05-06,288,229,340B
93462-1869-39,OR001883,Carroll and Sons,2025-05-02,2025-05-16,279,264,WAC
90405-1663-24,OR001884,Gonzalez Ltd,2025-05-02,2025-05-01,174,128,WAC
19082-2372-95,OR001885,Johnson LLC,2025-05-12,2025-05-22,206,247,340B
34303-4883-78,OR001886,Rodriguez Inc,2025-05-24,2025-05-09,103,112,GPO
50397-6873-30,OR001887,Flores LLC,2025-05-04,2025-05-20,494,305,340B
36915-6203-49,OR001888,Medina Inc,2025-05-14,2025-05-08,150,107,GPO
85940-9746-96,OR001889,Gonzales Ltd,2025-05-15,2025-05-15,177,145,WAC
44831-4793-19,OR001890,Stanley-Wilson,2025-05-17,2025-05-20,134,212,340B
41083-1284-27,OR001891,Adkins-Williamson,2025-05-07,2025-05-03,309,285,WAC
36308-6493-86,OR001892,Bradley PLC,2025-05-09,2025-05-01,432,98,340B
38983-9365-16,OR001893,"Porter, Reid and Garcia",2025-05-21,2025-05-03,115,112,WAC
52193-9452-35,OR001894,Porter Ltd,2025-05-05,2025-05-28,162,209,GPO
36915-6203-49,OR001895,Hood LLC,2025-05-08,2025-05-27,214,345,WAC
57234-4373-41,OR001896,Rose-Hooper,2025-05-05,2025-05-03,238,377,GPO
75469-2470-93,OR001897,"Ellison, Sanchez and Young",2025-05-04,2025-05-08,347,354,GPO
81269-1007-26,OR001898,Daniel-Jordan,2025-05-01,2025-05-09,214,270,WAC
68279-3029-90,OR001899,Willis Group,2025-05-25,2025-05-12,388,189,GPO
96466-1897-26,OR001900,"Glass, Johnson and Cherry",2025-05-15,2025-05-09,392,158,WAC
43848-2571-47,OR001901,"Pena, Bass and Richard",2025-05-24,2025-05-20,237,98,WAC
18121-7982-38,OR001902,Gonzalez-Mcdonald,2025-05-02,2025-05-13,171,363,340B
19570-3571-86,OR001903,Mitchell PLC,2025-05-12,2025-05-01,335,438,340B
12891-2797-84,OR001904,Valencia Inc,2025-05-07,2025-05-11,411,209,340B
63335-5316-90,OR001905,Sanchez-Davis,2025-05-03,2025-05-20,428,493,340B
22734-9475-51,OR001906,Palmer LLC,2025-05-08,2025-05-13,448,481,340B
70669-4970-99,OR001907,"Vargas, Salazar and Petty",2025-05-08,2025-05-21,395,222,WAC
73818-1989-61,OR001908,Saunders Ltd,2025-05-08,2025-05-28,399,133,340B
44663-1463-23,OR001909,Smith Inc,2025-05-08,2025-05-04,290,134,WAC
35990-7665-11,OR001910,Butler Inc,2025-05-18,2025-05-01,206,308,340B
19525-7410-63,OR001911,"Clark, Price and Sawyer",2025-05-01,2025-05-15,235,362,WAC
46802-8333-96,OR001912,Baker Ltd,2025-05-02,2025-05-26,281,192,GPO
80789-4260-37,OR001913,Porter PLC,2025-05-25,2025-05-01,151,373,340B
63842-6371-48,OR001914,Dixon-Miller,2025-05-08,2025-05-16,496,190,GPO
38256-8901-57,OR001915,Rhodes Inc,2025-05-12,2025-05-17,320,366,GPO
85455-8230-73,OR001916,Allen-Johnson,2025-05-19,2025-05-22,330,161,WAC
73814-5775-50,OR001917,"Lyons, Bennett and Griffin",2025-05-11,2025-05-23,322,247,WAC
52252-4529-52,OR001918,"Rush, Walker and Sharp",2025-05-21,2025-05-12,159,453,GPO
97875-8849-17,OR001919,"Morris, Ramirez and Johnson",2025-05-03,2025-05-10,230,481,GPO
92363-7410-44,OR001920,"Kim, Hobbs and Drake",2025-05-10,2025-05-23,187,264,GPO
60089-4229-70,OR001921,"Moss, Garcia and Copeland",2025-05-02,2025-05-03,296,260,340B
18804-6363-76,OR001922,"Green, Bishop and Hodges",2025-05-04,2025-05-11,492,449,WAC
34303-4883-78,OR001923,"Pineda, Moore and White",2025-05-13,2025-05-16,403,294,GPO
29702-9239-34,OR001924,Perez-Palmer,2025-05-17,2025-05-25,396,314,WAC
53088-9080-68,OR001925,Brennan-Phillips,2025-05-19,2025-05-22,109,409,GPO
92613-5359-49,OR001926,Baker PLC,2025-05-15,2025-05-17,164,355,WAC
67639-4300-75,OR001927,Rodgers-Martinez,2025-05-23,2025-05-20,329,302,WAC
23205-9794-89,OR001928,Martin and Sons,2025-05-12,2025-05-28,242,481,GPO
54897-5936-18,OR001929,Wyatt and Sons,2025-05-05,2025-05-12,265,147,GPO
43387-9862-13,OR001930,"Bright, Fisher and Gilbert",2025-05-23,2025-05-22,270,93,WAC
10783-5396-38,OR001931,"Wiley, Porter and Taylor",2025-05-23,2025-05-23,180,456,WAC
65851-9949-32,OR001932,Eaton LLC,2025-05-06,2025-05-25,128,326,WAC
98186-5175-38,OR001933,"Diaz, Fletcher and Evans",2025-05-17,2025-05-09,198,428,GPO
73814-5775-50,OR001934,Hutchinson LLC,2025-05-13,2025-05-20,344,422,340B
72851-9111-98,OR001935,"Allen, Ryan and Mccullough",2025-05-25,2025-05-16,101,126,WAC
94992-2141-61,OR001936,Liu Ltd,2025-05-10,2025-05-14,282,382,GPO
18276-8093-41,OR001937,Wallace Group,2025-05-12,2025-05-20,446,461,GPO
28458-5420-76,OR001938,"Evans, Garcia and Wright",2025-05-21,2025-05-18,169,430,340B
70488-2496-33,OR001939,"Brennan, Stewart and Santos",2025-05-07,2025-05-06,302,365,WAC
71572-1446-53,OR001940,Brown-Wilson,2025-05-03,2025-05-26,250,89,GPO
81134-2522-89,OR001941,Mccoy-Johnson,2025-05-24,2025-05-11,104,315,340B
17338-3281-15,OR001942,Stephens-Hooper,2025-05-15,2025-05-17,207,112,WAC
75862-5818-37,OR001943,Thomas-Barr,2025-05-03,2025-05-27,330,264,GPO
16535-8427-28,OR001944,Bell and Sons,2025-05-15,2025-05-07,180,119,WAC
84482-7202-14,OR001945,Miller-Wood,2025-05-11,2025-05-09,377,449,340B
56414-4707-52,OR001946,"Keller, Garcia and Colon",2025-05-24,2025-05-08,307,387,340B
12034-5397-25,OR001947,Rose-Cisneros,2025-05-27,2025-05-11,233,467,340B
58014-6201-51,OR001948,Martinez Group,2025-05-17,2025-05-06,384,90,340B
94992-2141-61,OR001949,Mendoza Ltd,2025-05-24,2025-05-18,174,463,GPO
36217-4424-81,OR001950,"Kelly, White and Hayes",2025-05-15,2025-05-22,132,290,WAC
94585-7194-28,OR001951,Johnson and Sons,2025-05-15,2025-05-21,215,385,WAC
50217-6704-57,OR001952,Hill-Lopez,2025-05-26,2025-05-03,329,322,WAC
65761-9089-15,OR001953,Valencia-Waters,2025-05-14,2025-05-16,400,140,GPO
23579-5051-45,OR001954,"Hughes, Moody and Hooper",2025-05-20,2025-05-16,494,103,GPO
46368-6666-10,OR001955,Stein-Davis,2025-05-18,2025-05-01,149,460,340B
97577-3243-81,OR001956,Ramos Ltd,2025-05-13,2025-05-28,280,398,340B
93462-1869-39,OR001957,Hill-Welch,2025-05-13,2025-05-26,173,494,340B
75714-7776-87,OR001958,"Carroll, Caldwell and Hendrix",2025-05-20,2025-05-09,374,182,WAC
42263-7126-25,OR001959,Valdez-Conrad,2025-05-10,2025-05-08,373,391,WAC
87362-1261-65,OR001960,"Dunlap, Luna and Giles",2025-05-26,2025-05-01,340,87,340B
80778-6245-40,OR001961,Hart and Sons,2025-05-01,2025-05-22,252,326,340B
73289-9331-44,OR001962,Schultz-Jones,2025-05-06,2025-05-17,284,117,GPO
59997-6478-98,OR001963,Gibson LLC,2025-05-15,2025-05-18,112,263,WAC
41324-7548-19,OR001964,White-Carson,2025-05-24,2025-05-12,458,399,340B
18804-6363-76,OR001965,Hamilton and Sons,2025-05-02,2025-05-19,310,495,340B
70330-2704-36,OR001966,Farmer-Porter,2025-05-20,2025-05-03,252,186,GPO
54637-5116-36,OR001967,"York, Smith and Greene",2025-05-12,2025-05-02,310,479,340B
31230-2949-74,OR001968,Rodriguez-Cooper,2025-05-27,2025-05-08,232,82,340B
78208-1768-99,OR001969,"Neal, Perkins and Bradley",2025-05-16,2025-05-21,311,337,340B
40161-4951-98,OR001970,Coleman Inc,2025-05-07,2025-05-28,125,403,WAC
27661-6863-63,OR001971,Hill-Kane,2025-05-26,2025-05-21,316,358,WAC
32062-2833-80,OR001972,"Garcia, Mack and Jackson",2025-05-19,2025-05-02,497,118,WAC
14773-3154-79,OR001973,Chavez-Boyd,2025-05-20,2025-05-15,471,212,GPO
98354-6103-25,OR001974,"Ingram, Torres and Cook",2025-05-11,2025-05-18,460,296,WAC
82445-2649-81,OR001975,Roberts Ltd,2025-05-21,2025-05-01,154,144,GPO
44173-4190-92,OR001976,Lucas and Sons,2025-05-18,2025-05-21,273,278,340B
96764-7183-59,OR001977,Mclean-Ortega,2025-05-06,2025-05-15,107,305,WAC
58629-2628-59,OR001978,Mills PLC,2025-05-05,2025-05-04,253,156,GPO
65255-9526-23,OR001979,Martinez and Sons,2025-05-15,2025-05-06,233,133,340B
70087-9641-30,OR001980,"Watkins, Wright and Walters",2025-05-26,2025-05-07,311,300,340B
83194-2700-52,OR001981,Barton-Delgado,2025-05-10,2025-05-07,304,96,340B
50012-1841-19,OR001982,Spencer Ltd,2025-05-26,2025-05-14,300,262,WAC
77316-8508-66,OR001983,Hawkins Group,2025-05-28,2025-05-09,465,146,GPO
52535-2692-60,OR001984,"Rivas, Morris and Brewer",2025-05-14,2025-05-13,160,496,GPO
23780-9977-86,OR001985,Reyes-Miller,2025-05-06,2025-05-05,320,424,WAC
57907-5673-14,OR001986,"Brewer, Johnson and Stone",2025-05-03,2025-05-14,283,386,WAC
94992-2141-61,OR001987,Bauer-Lawrence,2025-05-06,2025-05-26,168,388,GPO
31766-5594-14,OR001988,"Frank, Moore and Fowler",2025-05-10,2025-05-12,341,312,340B
37202-8299-35,OR001989,Baker-Wilson,2025-05-25,2025-05-10,393,306,WAC
34396-3607-88,OR001990,Lowe PLC,2025-05-05,2025-05-17,403,116,340B
31085-8218-84,OR001991,Davenport-Sullivan,2025-05-12,2025-05-13,495,90,GPO
89614-6123-24,OR001992,Stephens-Fisher,2025-05-26,2025-05-21,426,131,340B
82365-5121-73,OR001993,Nguyen Ltd,2025-05-16,2025-05-18,289,410,WAC
94007-9586-68,OR001994,Shelton Ltd,2025-05-22,2025-05-28,351,100,GPO
90071-7095-67,OR001995,Martinez-Baker,2025-05-23,2025-05-21,155,427,WAC
80085-9578-85,OR001996,Bowers LLC,2025-05-05,2025-05-24,245,308,WAC
17338-3281-15,OR001997,Weaver-Dominguez,2025-05-19,2025-05-25,337,274,GPO
22734-9475-51,OR001998,Chambers Ltd,2025-05-10,2025-05-22,362,413,340B
83606-6576-94,OR001999,Olson-Anderson,2025-05-07,2025-05-06,302,343,WAC
44663-1463-23,OR002000,"Richards, Foster and Holmes",2025-05-25,2025-05-26,433,233,GPO
